16,0,942.3828125,368.6523438,928.334098970871
16,50,932.6171875,363.7695313,917.8750908316088
16,100,920.4101563,358.8867188,907.4160826923464
16,150,910.6445313,354.0039063,896.9570745530842
16,200,898.4375,349.1210938,886.498066413822
16,250,888.671875,344.2382813,876.0390582745598
16,300,876.4648438,341.796875,865.5800501352976
16,350,866.6992188,336.9140625,855.1210419960353
16,400,856.9335938,332.03125,844.6620338567731
18,0,939.9414063,366.2109375,928.334098970871
18,50,927.734375,361.328125,917.8750908316088
18,100,915.5273438,356.4453125,907.4160826923464
18,150,905.7617188,351.5625,896.9570745530842
18,200,893.5546875,346.6796875,886.498066413822
18,250,0.883789063,344.2382813,876.0390582745598
18,300,871.5820313,339.3554688,865.5800501352976
18,350,861.8164063,334.4726563,855.1210419960353
18,400,852.0507813,332.03125,844.6620338567731
20,0,935.0585938,363.7695313,928.334098970871
20,50,922.8515625,358.8867188,917.8750908316088
20,100,910.6445313,354.0039063,907.4160826923464
20,150,900.8789063,349.1210938,896.9570745530842
20,200,888.671875,346.6796875,886.498066413822
20,250,878.90625,341.796875,876.0390582745598
20,300,866.6992188,336.9140625,865.5800501352976
20,350,856.9335938,334.4726563,855.1210419960353
20,400,847.1679688,329.5898438,844.6620338567731
22,0,930.1757813,361.328125,928.334098970871
22,50,917.96875,356.4453125,917.8750908316088
22,100,905.7617188,351.5625,907.4160826923464
22,150,895.9960938,349.1210938,896.9570745530842
22,200,883.7890625,344.2382813,886.498066413822
22,250,874.0234375,339.3554688,876.0390582745598
22,300,874.0234375,339.3554688,865.5800501352976
22,350,854.4591604,332.03125,855.1210419960353
22,400,842.2851563,327.1484375,844.6620338567731
24,0,922.8515625,358.8867188,928.334098970871
24,50,913.0859375,354.0039063,917.8750908316088
24,100,900.8789063,351.5625,907.4160826923464
24,150,891.1132813,346.6796875,896.9570745530842
24,200,878.90625,341.796875,886.498066413822
24,250,869.140625,339.3554688,876.0390582745598
24,300,859.375,334.4726563,865.5800501352976
24,350,849.609375,329.5898438,855.1210419960353
24,400,839.84375,327.1484375,844.6620338567731
26,0,917.96875,356.4453125,928.334098970871
26,50,908.203125,354.0039063,917.8750908316088
26,100,895.9960938,349.1210938,907.4160826923464
26,150,886.2304688,344.2382813,896.9570745530842
26,200,874.0234375,339.3554688,886.498066413822
26,250,864.2578125,336.9140625,876.0390582745598
26,300,854.4921875,332.03125,865.5800501352976
26,350,844.7265625,329.5898438,855.1210419960353
26,400,834.9609375,324.7070313,844.6620338567731
28,0,913.0859375,356.4453125,928.334098970871
28,50,903.3203125,351.5625,917.8750908316088
28,100,891.1132813,346.6796875,907.4160826923464
28,150,881.3476563,341.796875,896.9570745530842
28,200,871.5820313,339.3554688,886.498066413822
28,250,859.375,334.4726563,876.0390582745598
28,300,849.609375,329.5898438,865.5800501352976
28,350,839.84375,327.1484375,855.1210419960353
28,400,830.078125,322.265625,844.6620338567731
30,0,908.203125,354.0039063,928.334098970871
30,50,898.4375,349.1210938,917.8750908316088
30,100,886.2304688,344.2382813,907.4160826923464
30,150,876.4648438,341.796875,896.9570745530842
30,200,866.6992188,336.9140625,886.498066413822
30,250,856.9335938,332.03125,876.0390582745598
30,300,844.7265625,329.5898438,865.5800501352976
30,350,837.4023438,324.7070313,855.1210419960353
30,400,827.6367188,322.265625,844.6620338567731
32,0,903.3203125,351.5625,928.334098970871
32,50,893.5546875,346.6796875,917.8750908316088
32,100,881.3476563,344.2382813,907.4160826923464
32,150,871.5820313,339.3554688,896.9570745530842
32,200,861.8164063,334.4726563,886.498066413822
32,250,852.0507813,332.03125,876.0390582745598
32,300,842.2851563,327.1484375,865.5800501352976
32,350,832.5195313,324.7070313,855.1210419960353
32,400,822.7539063,319.8242188,844.6620338567731
34,0,898.4375,349.1210938,928.334098970871
34,50,888.671875,344.2382813,917.8750908316088
34,100,876.4648438,341.796875,907.4160826923464
34,150,866.6992188,336.9140625,896.9570745530842
34,200,874.0234375,339.3554688,886.498066413822
34,250,847.1679688,329.5898438,876.0390582745598
34,300,837.4023438,324.7070313,865.5800501352976
34,350,827.6367188,322.265625,855.1210419960353
34,400,817.8710938,317.3828125,844.6620338567731
36,0,893.5546875,346.6796875,928.334098970871
36,50,893.5546875,346.6796875,917.8750908316088
36,100,874.0234375,339.3554688,907.4160826923464
36,150,861.8164063,334.4726563,896.9570745530842
36,200,852.0507813,332.03125,886.498066413822
36,250,842.2851563,327.1484375,876.0390582745598
36,300,842.2851563,327.1484375,865.5800501352976
36,350,822.7539063,319.8242188,855.1210419960353
36,400,815.4296875,317.3828125,844.6620338567731
